=================================================================================
IMPORT LOG - EXCEL IMPORT
Date: 2026-03-28 11:00:48
Start Date: 2021-04-12
License Type: FL-III
Allowed Classes: W, V, M, F, D, K, G, R
=================================================================================

[2026-03-28 11:00:48] [START] Import started - File: BRAND TYPES Final_transformed_with_barcode.xlsx, Type: excel, Start Date: 2021-04-12
[2026-03-28 11:01:00] [INFO] Excel Headers found: Code, ItemName, PrintName, Size, PPrice, BPrice, MPrice, RPrice, LIQFLAG, OpeningBalance, Category, Class, SubClass, barcode
[2026-03-28 11:01:06] [SKIPPED] Row: 696 | Code: SCMWN0038522 | Item: Bro Code Bianco | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 697 | Code: SCMWN0038442 | Item: Bro Code Frizzante | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 698 | Code: SCMWN0035772 | Item: Bro Code Frizzante | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 699 | Code: SCMWN0032917 | Item: Bro Code Og | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 700 | Code: SCMWN0041394 | Item: BRO CODE RICO | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 701 | Code: SCMWN0038554 | Item: Bro Red Claret | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 703 | Code: SCMLS0029285 | Item: Bruichladdich The Classic Laddie Scottish Barley | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 704 | Code: SCMLS0024140 | Item: Bruichladdich The Classic Laddie Scottish Barley | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 785 | Code: SCMLW0036318 | Item: BUENA VISTA LEGENDARY BADGE - RED ZINFANDEL | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 821 | Code: SCMLS0020755 | Item: Cabo Bay Coconut Liqueur | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 822 | Code: SCMKS0025559 | Item: CABO COCONUNT LIQUER | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 838 | Code: SCMIT0018490 | Item: Camino Real | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 870 | Code: SCMIT0019052 | Item: Cardhu | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
[2026-03-28 11:01:06] [SKIPPED] Row: 880 | Code: SCMBR0021301 | Item: Carlsberg Elephant Strong International Premium Be | Reason: Class group 'O' not allowed for license 'FL-III' | Details: Allowed groups: W, V, M, F, D, K, G, R
